scientificName,decimalLatitude,decimalLongitude,eventDate,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,basisOfRecord,sst_mean,salinity_mean,depth_m,presence
Undaria pinnatifida f. pinnatifida,35.57049,135.8081,1989/1991,,,,HumanObservation,19.080299929885616,33.53115618536213,,1
Saccharina japonica var. japonica,40.453166,141.682401,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Undaria pinnatifida f. pinnatifida,40.453166,141.682401,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Saccharina japonica var. japonica,40.454,141.683234,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Undaria pinnatifida f. pinnatifida,40.454,141.683234,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Saccharina japonica var. japonica,40.46161,141.666236,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Undaria pinnatifida f. pinnatifida,40.46161,141.666236,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Saccharina japonica var. japonica,40.462245,141.666997,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Undaria pinnatifida f. pinnatifida,40.462245,141.666997,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Saccharina japonica var. japonica,40.469533,141.655029,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Undaria pinnatifida f. pinnatifida,40.469533,141.655029,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Saccharina japonica var. japonica,40.470202,141.655958,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Undaria pinnatifida f. pinnatifida,40.470202,141.655958,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Saccharina japonica var. japonica,40.474441,141.650237,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Undaria pinnatifida f. pinnatifida,40.474441,141.650237,1989/1991,,,,HumanObservation,14.30323339427557,33.80073834344028,,1
Undaria pinnatifida f. pinnatifida,41.201848,141.402429,1989/1991,,,,HumanObservation,14.15176727603076,33.852546313891786,,1
Undaria pinnatifida f. pinnatifida,41.255985,141.426033,1989/1991,,,,HumanObservation,14.15454175744871,33.85552573524313,,1
Undaria pinnatifida f. pinnatifida,41.383175,141.459321,1989/1991,,,,HumanObservation,14.10174013274274,33.86172027527797,,1
Sargassum,41.383175,141.459321,1989/1991,,,,HumanObservation,14.10174013274274,33.86172027527797,,1
Eisenia bicyclis,41.419007,141.470535,1989/1991,,,,HumanObservation,14.111959781534573,33.87169590228592,,1
Undaria pinnatifida f. pinnatifida,41.419007,141.470535,1989/1991,,,,HumanObservation,14.111959781534573,33.87169590228592,,1
Sargassum,41.419007,141.470535,1989/1991,,,,HumanObservation,14.111959781534573,33.87169590228592,,1
Eisenia bicyclis,41.424759,141.452519,1989/1991,,,,HumanObservation,14.111959781534573,33.87169590228592,,1
Undaria pinnatifida f. pinnatifida,41.424759,141.452519,1989/1991,,,,HumanObservation,14.111959781534573,33.87169590228592,,1
Sargassum,41.375743,141.231135,1989/1991,,,,HumanObservation,14.298457300110607,33.800155393031446,,1
Sargassum,41.385895,141.205142,1989/1991,,,,HumanObservation,14.298457300110607,33.800155393031446,,1
Sargassum,41.422253,141.156235,1989/1991,,,,HumanObservation,14.355829732488584,33.83298047604544,,1
Sargassum fulvellum,41.511956,140.977587,1989/1991,,,,HumanObservation,15.1200186646674,33.77415620808562,,1
Sargassum fulvellum,41.528656,140.957025,1989/1991,,,,HumanObservation,15.1200186646674,33.77415620808562,,1
Eisenia bicyclis,41.534464,140.895446,1989/1991,,,,HumanObservation,15.895514054164638,33.679819241869396,,1
Sargassum fulvellum,41.489941,140.899022,1989/1991,,,,HumanObservation,15.883713377768409,33.66928276852822,,1
Undaria pinnatifida f. pinnatifida,41.462114,140.875049,1989/1991,,,,HumanObservation,15.883713377768409,33.66928276852822,,1
Sargassum fulvellum,41.455017,140.874564,1989/1991,,,,HumanObservation,15.883713377768409,33.66928276852822,,1
Sargassum,41.455017,140.874564,1989/1991,,,,HumanObservation,15.883713377768409,33.66928276852822,,1
Sargassum,41.431186,140.844337,1989/1991,,,,HumanObservation,15.780304032019115,33.63038052273494,,1
Undaria pinnatifida f. pinnatifida,41.419343,140.839004,1989/1991,,,,HumanObservation,15.780304032019115,33.63038052273494,,1
Undaria pinnatifida f. pinnatifida,41.405874,140.82656,1989/1991,,,,HumanObservation,15.780304032019115,33.63038052273494,,1
Sargassum,41.401228,140.82082,1989/1991,,,,HumanObservation,15.780304032019115,33.63038052273494,,1
Undaria pinnatifida f. pinnatifida,41.363244,140.819207,1989/1991,,,,HumanObservation,15.459655583442334,33.61504039160974,,1
Undaria pinnatifida f. pinnatifida,41.323356,140.79907,1989/1991,,,,HumanObservation,15.925892747050275,33.61534673629262,,1
Undaria pinnatifida f. pinnatifida,41.298855,140.796793,1989/1991,,,,HumanObservation,15.915034901528411,33.597569308456784,,1
Undaria pinnatifida f. pinnatifida,41.286692,140.794083,1989/1991,,,,HumanObservation,15.915034901528411,33.597569308456784,,1
Undaria pinnatifida f. pinnatifida,41.269742,140.786978,1989/1991,,,,HumanObservation,15.915034901528411,33.597569308456784,,1
Undaria pinnatifida f. pinnatifida,41.244802,140.779767,1989/1991,,,,HumanObservation,15.895736094658334,33.578387851102796,,1
Undaria pinnatifida f. pinnatifida,41.221029,140.779189,1989/1991,,,,HumanObservation,15.895736094658334,33.578387851102796,,1
Sargassum fulvellum,41.201571,140.619842,1989/1991,,,,HumanObservation,16.175865219368113,33.61786091576106,,1
Sargassum fulvellum,41.22606,140.572395,1989/1991,,,,HumanObservation,16.218089655857113,33.6335227940045,,1
Undaria pinnatifida f. pinnatifida,41.22606,140.572395,1989/1991,,,,HumanObservation,16.218089655857113,33.6335227940045,,1
Sargassum,41.22606,140.572395,1989/1991,,,,HumanObservation,16.218089655857113,33.6335227940045,,1
Sargassum,41.22606,140.572395,1989/1991,,,,HumanObservation,16.218089655857113,33.6335227940045,,1
Sargassum fulvellum,41.226788,140.53788,1989/1991,,,,HumanObservation,16.23226011511876,33.630789496425734,,1
Undaria pinnatifida f. pinnatifida,41.226788,140.53788,1989/1991,,,,HumanObservation,16.23226011511876,33.630789496425734,,1
Sargassum,41.226788,140.53788,1989/1991,,,,HumanObservation,16.23226011511876,33.630789496425734,,1
Sargassum fulvellum,41.219217,140.517638,1989/1991,,,,HumanObservation,16.23226011511876,33.630789496425734,,1
Undaria pinnatifida f. pinnatifida,41.219217,140.517638,1989/1991,,,,HumanObservation,16.23226011511876,33.630789496425734,,1
Sargassum fulvellum,41.221041,140.41572,1989/1991,,,,HumanObservation,16.271360543435836,33.620563789619666,,1
Undaria pinnatifida f. pinnatifida,41.221041,140.41572,1989/1991,,,,HumanObservation,16.271360543435836,33.620563789619666,,1
Sargassum,41.221041,140.41572,1989/1991,,,,HumanObservation,16.271360543435836,33.620563789619666,,1
Sargassum fulvellum,41.252151,140.37064,1989/1991,,,,HumanObservation,16.29872924569255,33.63017822122217,,1
Undaria pinnatifida f. pinnatifida,41.252151,140.37064,1989/1991,,,,HumanObservation,16.29872924569255,33.63017822122217,,1
Sargassum,41.252151,140.37064,1989/1991,,,,HumanObservation,16.29872924569255,33.63017822122217,,1
Undaria pinnatifida f. pinnatifida,41.127589,140.799178,1989/1991,,,,HumanObservation,15.040989749216234,33.4462956845593,,1
Sargassum fulvellum,41.001659,140.912641,1989/1991,,,,HumanObservation,14.447388002879345,33.38364490125593,,1
Undaria pinnatifida f. pinnatifida,41.001659,140.912641,1989/1991,,,,HumanObservation,14.447388002879345,33.38364490125593,,1
Sargassum fulvellum,41.011954,140.894032,1989/1991,,,,HumanObservation,14.45866623334866,33.38418077129206,,1
Undaria pinnatifida f. pinnatifida,41.011954,140.894032,1989/1991,,,,HumanObservation,14.45866623334866,33.38418077129206,,1
Sargassum,41.011954,140.894032,1989/1991,,,,HumanObservation,14.45866623334866,33.38418077129206,,1
Sargassum fulvellum,41.011988,140.87928,1989/1991,,,,HumanObservation,14.45866623334866,33.38418077129206,,1
Undaria pinnatifida f. pinnatifida,41.011988,140.87928,1989/1991,,,,HumanObservation,14.45866623334866,33.38418077129206,,1
Sargassum fulvellum,41.006837,140.876625,1989/1991,,,,HumanObservation,14.45866623334866,33.38418077129206,,1
Undaria pinnatifida f. pinnatifida,41.006837,140.876625,1989/1991,,,,HumanObservation,14.45866623334866,33.38418077129206,,1
Sargassum,41.006837,140.876625,1989/1991,,,,HumanObservation,14.45866623334866,33.38418077129206,,1
Sargassum fulvellum,40.944674,140.663598,1989/1991,,,,HumanObservation,15.012394126845823,33.4335158203288,,1
Sargassum fulvellum,40.982848,140.670775,1989/1991,,,,HumanObservation,15.082599056355832,33.436869523340576,,1
Sargassum fulvellum,41.049511,140.656504,1989/1991,,,,HumanObservation,15.113299099804314,33.43920537012522,,1
Sargassum fulvellum,41.257136,140.33934,1989/1991,,,,HumanObservation,16.321324967425934,33.62168252018429,,1
Undaria pinnatifida f. pinnatifida,41.224226,140.328939,1989/1991,,,,HumanObservation,16.341081919057846,33.60455760716298,,1
Sargassum,41.224226,140.328939,1989/1991,,,,HumanObservation,16.341081919057846,33.60455760716298,,1
Undaria pinnatifida f. pinnatifida,41.16213,140.324463,1989/1991,,,,HumanObservation,16.365756191740203,33.57610479947248,,1
Sargassum,41.16213,140.324463,1989/1991,,,,HumanObservation,16.365756191740203,33.57610479947248,,1
Undaria pinnatifida f. pinnatifida,40.780512,140.182537,1989/1991,,,,HumanObservation,16.367481071433303,33.516282972756166,,1
Undaria pinnatifida f. pinnatifida,40.757793,140.147157,1989/1991,,,,HumanObservation,16.5132824617135,33.518847917416004,,1
Undaria pinnatifida f. pinnatifida,40.765281,140.073973,1989/1991,,,,HumanObservation,16.58202758133356,33.51871842398527,,1
Undaria pinnatifida f. pinnatifida,40.756825,140.024817,1989/1991,,,,HumanObservation,16.60098268798429,33.512076077435026,,1
Undaria pinnatifida f. pinnatifida,40.71691,139.981457,1989/1991,,,,HumanObservation,16.578074654054323,33.50341367142788,,1
Undaria pinnatifida f. pinnatifida,40.663884,139.934547,1989/1991,,,,HumanObservation,16.574604525300032,33.48587569826674,,1
Undaria pinnatifida f. pinnatifida,40.654141,139.928717,1989/1991,,,,HumanObservation,16.574604525300032,33.48587569826674,,1
Undaria pinnatifida f. pinnatifida,40.636242,139.89335,1989/1991,,,,HumanObservation,16.6267270682333,33.49334996420239,,1
Undaria pinnatifida f. pinnatifida,40.601926,139.860107,1989/1991,,,,HumanObservation,16.6267270682333,33.49334996420239,,1
Undaria pinnatifida f. pinnatifida,40.534043,139.499087,1989/1991,,,,HumanObservation,16.087913938582798,33.79825365788116,,1
Undaria pinnatifida f. pinnatifida,40.581842,139.892058,1989/1991,,,,HumanObservation,16.62487428584918,33.48048805595174,,1
Undaria pinnatifida f. pinnatifida,40.549945,139.935379,1989/1991,,,,HumanObservation,16.58057122895104,33.457627806494976,,1
Undaria pinnatifida f. pinnatifida,40.513655,139.945052,1989/1991,,,,HumanObservation,16.58057122895104,33.457627806494976,,1
Undaria pinnatifida f. pinnatifida,40.463735,139.941551,1989/1991,,,,HumanObservation,16.577931025121213,33.4553976462299,,1
Ecklonia cava,35.139353,139.112639,1989/1991,,,,HumanObservation,19.824025730086344,33.42771893775156,,1
Undaria pinnatifida f. pinnatifida,35.139353,139.112639,1989/1991,,,,HumanObservation,19.824025730086344,33.42771893775156,,1
Undaria pinnatifida f. pinnatifida,35.128562,139.110071,1989/1991,,,,HumanObservation,19.824025730086344,33.42771893775156,,1
Ecklonia cava,35.128562,139.110071,1989/1991,,,,HumanObservation,19.824025730086344,33.42771893775156,,1
Ecklonia cava,34.97232,139.127081,1989/1991,,,,HumanObservation,20.077578146657185,33.733231823725724,,1
Gelidium elegans,34.97232,139.127081,1989/1991,,,,HumanObservation,20.077578146657185,33.733231823725724,,1
Sargassum fulvellum,34.97232,139.127081,1989/1991,,,,HumanObservation,20.077578146657185,33.733231823725724,,1
Ecklonia cava,34.654923,138.974587,1989/1991,,,,HumanObservation,20.59575829622117,34.137689666355676,,1
Gelidium elegans,34.654923,138.974587,1989/1991,,,,HumanObservation,20.59575829622117,34.137689666355676,,1
Gelidium elegans,34.629326,138.913787,1989/1991,,,,HumanObservation,20.889473808438257,34.15763968745683,,1
Eisenia bicyclis,34.629326,138.913787,1989/1991,,,,HumanObservation,20.889473808438257,34.15763968745683,,1
Gelidium elegans,34.629326,138.913787,1989/1991,,,,HumanObservation,20.889473808438257,34.15763968745683,,1
Ecklonia cava,34.577549,138.941141,1989/1991,,,,HumanObservation,20.92514719006376,34.15586830089461,,1
Gelidium elegans,34.577549,138.941141,1989/1991,,,,HumanObservation,20.92514719006376,34.15586830089461,,1
Ecklonia cava,34.634106,138.787862,1989/1991,,,,HumanObservation,20.807191032063415,34.09517473186607,,1
Gelidium elegans,34.634106,138.787862,1989/1991,,,,HumanObservation,20.807191032063415,34.09517473186607,,1
Ecklonia cava,34.666654,138.779728,1989/1991,,,,HumanObservation,20.70272225702158,34.051891842811656,,1
Gelidium elegans,34.666654,138.779728,1989/1991,,,,HumanObservation,20.70272225702158,34.051891842811656,,1
Sargassum fulvellum,34.721363,138.743204,1989/1991,,,,HumanObservation,20.602971921597486,34.033003753981795,,1
Gelidium elegans,34.721363,138.743204,1989/1991,,,,HumanObservation,20.602971921597486,34.033003753981795,,1
Sargassum fulvellum,34.721363,138.743204,1989/1991,,,,HumanObservation,20.602971921597486,34.033003753981795,,1
Ecklonia cava,34.943711,138.771135,1989/1991,,,,HumanObservation,20.436477936429856,33.98710636468769,,1
Gelidium elegans,34.943711,138.771135,1989/1991,,,,HumanObservation,20.436477936429856,33.98710636468769,,1
Sargassum fulvellum,34.943711,138.771135,1989/1991,,,,HumanObservation,20.436477936429856,33.98710636468769,,1
Gelidium elegans,34.992272,138.773181,1989/1991,,,,HumanObservation,20.405682115616745,34.01318025874777,,1
Sargassum fulvellum,34.992272,138.773181,1989/1991,,,,HumanObservation,20.405682115616745,34.01318025874777,,1
Undaria pinnatifida f. pinnatifida,34.992272,138.773181,1989/1991,,,,HumanObservation,20.405682115616745,34.01318025874777,,1
Gelidium elegans,35.026476,138.87391,1989/1991,,,,HumanObservation,20.39249374490163,34.01898005070036,,1
Sargassum fulvellum,35.026476,138.87391,1989/1991,,,,HumanObservation,20.39249374490163,34.01898005070036,,1
Undaria pinnatifida f. pinnatifida,35.026476,138.87391,1989/1991,,,,HumanObservation,20.39249374490163,34.01898005070036,,1
Ecklonia cava,35.089673,138.554899,1989/1991,,,,HumanObservation,20.262672857297844,34.0451106070155,,1
Eisenia bicyclis,35.089673,138.554899,1989/1991,,,,HumanObservation,20.262672857297844,34.0451106070155,,1
Eisenia bicyclis,35.049503,138.523109,1989/1991,,,,HumanObservation,20.240783769425008,34.020735281749324,,1
Gelidium elegans,35.049503,138.523109,1989/1991,,,,HumanObservation,20.240783769425008,34.020735281749324,,1
Undaria pinnatifida f. pinnatifida,35.049503,138.523109,1989/1991,,,,HumanObservation,20.240783769425008,34.020735281749324,,1
Ecklonia cava,34.897318,138.350538,1989/1991,,,,HumanObservation,20.11654041150737,33.95541275791148,,1
Eisenia bicyclis,34.897318,138.350538,1989/1991,,,,HumanObservation,20.11654041150737,33.95541275791148,,1
Sargassum fulvellum,34.897318,138.350538,1989/1991,,,,HumanObservation,20.11654041150737,33.95541275791148,,1
Ecklonia cava,34.624095,138.207837,1989/1991,,,,HumanObservation,20.0177029308831,33.94367091200117,,1
Eisenia bicyclis,34.624095,138.207837,1989/1991,,,,HumanObservation,20.0177029308831,33.94367091200117,,1
Sargassum fulvellum,34.787952,137.228619,1989/1991,,,,HumanObservation,19.28181767409992,32.86753830798143,,1
Sargassum fulvellum,34.766104,137.103502,1989/1991,,,,HumanObservation,19.12135667901799,32.60369937067302,,1
Sargassum fulvellum,34.76529,137.09763,1989/1991,,,,HumanObservation,19.09655650198502,32.545580223259364,,1
Sargassum fulvellum,34.726551,137.039661,1989/1991,,,,HumanObservation,19.161600466671036,32.56828468496946,,1
Sargassum fulvellum,34.722118,137.056784,1989/1991,,,,HumanObservation,19.098620631809258,32.55681541063407,,1
Sargassum fulvellum,34.715442,137.052249,1989/1991,,,,HumanObservation,19.098620631809258,32.55681541063407,,1
Sargassum fulvellum,34.708599,137.010958,1989/1991,,,,HumanObservation,19.161600466671036,32.56828468496946,,1
Sargassum fulvellum,34.704979,136.996611,1989/1991,,,,HumanObservation,19.101265097339994,32.432895022984816,,1
Sargassum fulvellum,34.677955,137.011047,1989/1991,,,,HumanObservation,19.220366024459217,32.578769691600876,,1
Sargassum fulvellum,34.667664,137.004074,1989/1991,,,,HumanObservation,19.220366024459217,32.578769691600876,,1
Sargassum fulvellum,34.660846,137.12529,1989/1991,,,,HumanObservation,19.1271407982565,32.68837941063737,,1
Sargassum fulvellum,34.662552,137.143968,1989/1991,,,,HumanObservation,19.1271407982565,32.68837941063737,,1
Eisenia bicyclis,34.578654,137.016982,1989/1991,,,,HumanObservation,19.484891625571837,32.79985057556043,,1
Eisenia bicyclis,34.577709,137.036392,1989/1991,,,,HumanObservation,19.484891625571837,32.79985057556043,,1
Eisenia bicyclis,34.588399,137.125467,1989/1991,,,,HumanObservation,19.38910889193918,32.99631514884428,,1
Sargassum fulvellum,34.732918,136.966279,1989/1991,,,,HumanObservation,19.101265097339994,32.432895022984816,,1
Sargassum fulvellum,34.724897,136.970377,1989/1991,,,,HumanObservation,19.101265097339994,32.432895022984816,,1
Sargassum fulvellum,34.71585,136.972696,1989/1991,,,,HumanObservation,19.101265097339994,32.432895022984816,,1
Sargassum fulvellum,34.697329,136.962915,1989/1991,,,,HumanObservation,19.230088693917683,32.52981852856657,,1
Sargassum fulvellum,34.723665,136.884361,1989/1991,,,,HumanObservation,18.468541108077716,31.755681361715222,,1
Sargassum fulvellum,34.740132,136.858789,1989/1991,,,,HumanObservation,18.468541108077716,31.755681361715222,,1
Sargassum fulvellum,34.747452,136.851879,1989/1991,,,,HumanObservation,18.468541108077716,31.755681361715222,,1
Sargassum fulvellum,34.759948,136.842368,1989/1991,,,,HumanObservation,18.143663204529147,31.470740361908614,,1
Gelidium elegans,34.569974,136.689435,1989/1991,,,,HumanObservation,18.207407163776416,31.685345616932658,,1
Undaria pinnatifida f. pinnatifida,34.569974,136.689435,1989/1991,,,,HumanObservation,18.207407163776416,31.685345616932658,,1
Sargassum fulvellum,34.507686,136.810997,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Sargassum fusiforme,34.507686,136.810997,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Undaria pinnatifida f. pinnatifida,34.507686,136.810997,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Sargassum fulvellum,34.500644,136.824433,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Gelidium elegans,34.50439,136.82305,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Sargassum fulvellum,34.50439,136.82305,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Gelidium elegans,34.512487,136.817908,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Sargassum fusiforme,34.512487,136.817908,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Sargassum horneri,34.512487,136.817908,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Sargassum patens,34.512487,136.817908,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Eisenia bicyclis,34.516923,136.835861,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Gelidium elegans,34.516923,136.835861,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Sargassum fulvellum,34.516923,136.835861,1989/1991,,,,HumanObservation,18.58212432073855,31.975226916423303,,1
Ecklonia cava,34.51711,136.907167,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Ecklonia cava,34.522399,136.902777,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Eisenia bicyclis,34.522399,136.902777,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Sargassum fusiforme,34.522399,136.902777,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Eisenia bicyclis,34.532646,136.903028,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Sargassum fusiforme,34.532646,136.903028,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Undaria pinnatifida f. pinnatifida,34.532646,136.903028,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Eisenia bicyclis,34.537986,136.901968,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Gelidium elegans,34.537986,136.901968,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Undaria pinnatifida f. pinnatifida,34.537986,136.901968,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Ecklonia cava,34.530106,136.910171,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Eisenia bicyclis,34.530106,136.910171,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Undaria pinnatifida f. pinnatifida,34.530106,136.910171,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Ecklonia cava,34.523594,136.919963,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Eisenia bicyclis,34.523594,136.919963,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Eisenia bicyclis,34.541218,136.912753,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Gelidium elegans,34.541218,136.912753,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Sargassum fusiforme,34.541218,136.912753,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Sargassum horneri,34.541218,136.912753,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Undaria pinnatifida f. pinnatifida,34.541218,136.912753,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Eisenia bicyclis,34.54805,136.923938,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Sargassum fulvellum,34.54805,136.923938,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Sargassum fusiforme,34.54805,136.923938,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Sargassum horneri,34.54805,136.923938,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Undaria pinnatifida f. pinnatifida,34.54805,136.923938,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Ecklonia cava,34.548828,136.94038,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Ecklonia cava,34.558548,136.941359,1989/1991,,,,HumanObservation,19.287721813514505,32.41749943354902,,1
Gelidium elegans,34.479381,136.85828,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Eisenia bicyclis,34.468241,136.874013,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Sargassum fusiforme,34.468241,136.874013,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Sargassum horneri,34.468241,136.874013,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Sargassum macrocarpum,34.468241,136.874013,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Eisenia bicyclis,34.496973,136.889015,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Sargassum fusiforme,34.496973,136.889015,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Sargassum horneri,34.496973,136.889015,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Undaria pinnatifida f. pinnatifida,34.496973,136.889015,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Ecklonia cava,34.504244,136.90746,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Eisenia bicyclis,34.504244,136.90746,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Gelidium elegans,34.504244,136.90746,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Sargassum fusiforme,34.504244,136.90746,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Ecklonia cava,34.514856,136.939557,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Ecklonia cava,34.519959,136.946609,1989/1991,,,,HumanObservation,19.314144936166,32.45966756840035,,1
Ecklonia cava,34.525554,136.95495,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Eisenia bicyclis,34.525554,136.95495,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Ecklonia cava,34.531034,136.962356,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Ecklonia cava,34.54544,136.983647,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Eisenia bicyclis,34.54544,136.983647,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Sargassum fulvellum,34.54544,136.983647,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Sargassum fusiforme,34.54544,136.983647,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Ecklonia cava,34.524881,136.992032,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Ecklonia cava,34.519164,136.99501,1989/1991,,,,HumanObservation,19.63327516705829,32.84687923285735,,1
Ecklonia cava,34.468337,136.884593,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Eisenia bicyclis,34.468337,136.884593,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Undaria pinnatifida f. pinnatifida,34.468337,136.884593,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Ecklonia cava,34.467908,136.893108,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Eisenia bicyclis,34.467908,136.893108,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Undaria pinnatifida f. pinnatifida,34.467908,136.893108,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Eisenia bicyclis,34.457385,136.87252,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Sargassum fulvellum,34.457385,136.87252,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Eisenia bicyclis,34.452592,136.879153,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Gelidium elegans,34.452592,136.879153,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Sargassum fulvellum,34.452592,136.879153,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Eisenia bicyclis,34.462429,136.894808,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Sargassum fulvellum,34.462429,136.894808,1989/1991,,,,HumanObservation,19.12114091824122,32.34995660120346,,1
Eisenia bicyclis,34.456189,136.906276,1989/1991,,,,HumanObservation,19.418347186691793,32.55580226463506,,1
Gelidium elegans,34.456189,136.906276,1989/1991,,,,HumanObservation,19.418347186691793,32.55580226463506,,1
Eisenia bicyclis,34.451061,136.917491,1989/1991,,,,HumanObservation,19.418347186691793,32.55580226463506,,1
Gelidium elegans,34.451061,136.917491,1989/1991,,,,HumanObservation,19.418347186691793,32.55580226463506,,1
Sargassum fusiforme,34.451061,136.917491,1989/1991,,,,HumanObservation,19.418347186691793,32.55580226463506,,1
Ecklonia cava,34.464432,136.915874,1989/1991,,,,HumanObservation,19.418347186691793,32.55580226463506,,1
Eisenia bicyclis,34.464432,136.915874,1989/1991,,,,HumanObservation,19.418347186691793,32.55580226463506,,1
