scientificName,decimalLatitude,decimalLongitude,eventDate,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,basisOfRecord,sst_mean,salinity_mean,depth_m,presence
Saccharina japonica var. ochotensis,45.369835,140.987831,1989/1991,,,,HumanObservation,10.517020721068072,33.60776411981876,,1
Undaria pinnatifida f. pinnatifida,45.369835,140.987831,1989/1991,,,,HumanObservation,10.517020721068072,33.60776411981876,,1
Saccharina japonica var. ochotensis,45.400119,140.985748,1989/1991,,,,HumanObservation,10.490222797567151,33.627570065675336,,1
Undaria pinnatifida f. pinnatifida,45.400119,140.985748,1989/1991,,,,HumanObservation,10.490222797567151,33.627570065675336,,1
Saccharina japonica var. ochotensis,45.412918,140.983277,1989/1991,,,,HumanObservation,10.490222797567151,33.627570065675336,,1
Undaria pinnatifida f. pinnatifida,45.412918,140.983277,1989/1991,,,,HumanObservation,10.490222797567151,33.627570065675336,,1
Saccharina japonica var. ochotensis,45.433324,140.977787,1989/1991,,,,HumanObservation,10.490222797567151,33.627570065675336,,1
Undaria pinnatifida f. pinnatifida,45.433324,140.977787,1989/1991,,,,HumanObservation,10.490222797567151,33.627570065675336,,1
Saccharina japonica var. ochotensis,45.257293,141.200611,1989/1991,,,,HumanObservation,10.3387698842325,33.42218891540776,,1
Saccharina japonica var. ochotensis,45.206263,141.310886,1989/1991,,,,HumanObservation,10.288651869157972,33.294770822517975,,1
Saccharina japonica var. ochotensis,45.118419,141.196336,1989/1991,,,,HumanObservation,10.634725393608802,33.44708927111938,,1
Saccharina japonica var. ochotensis,45.137743,141.165744,1989/1991,,,,HumanObservation,10.634725393608802,33.44708927111938,,1
Saccharina japonica var. ochotensis,45.174606,141.134975,1989/1991,,,,HumanObservation,10.667845699350964,33.50461429924039,,1
Saccharina japonica var. ochotensis,45.213499,141.135083,1989/1991,,,,HumanObservation,10.551041278852765,33.49945829993545,,1
Saccharina japonica var. ochotensis,45.310329,141.613072,1989/1991,,,,HumanObservation,10.023787935371962,32.88121367519343,,1
Saccharina japonica var. ochotensis,45.409156,141.634809,1989/1991,,,,HumanObservation,9.817194578082791,32.86135735269425,,1
Undaria pinnatifida f. pinnatifida,45.409156,141.634809,1989/1991,,,,HumanObservation,9.817194578082791,32.86135735269425,,1
Saccharina japonica var. ochotensis,45.435206,141.670405,1989/1991,,,,HumanObservation,9.758436270531869,32.78907768733678,,1
Saccharina japonica var. ochotensis,45.40744,141.737784,1989/1991,,,,HumanObservation,9.688401143956147,32.77949738059498,,1
Saccharina japonica var. ochotensis,45.423587,141.744907,1989/1991,,,,HumanObservation,9.688401143956147,32.77949738059498,,1
Saccharina japonica var. ochotensis,45.521356,141.917215,1989/1991,,,,HumanObservation,9.444490524850837,32.84646822353742,,1
Gelidium elegans,45.460406,142.005203,1989/1991,,,,HumanObservation,9.391464727305216,32.90966856004835,,1
Gelidium elegans,45.450727,142.020975,1989/1991,,,,HumanObservation,9.391464727305216,32.90966856004835,,1
Saccharina japonica var. ochotensis,45.450056,142.024902,1989/1991,,,,HumanObservation,9.391464727305216,32.90966856004835,,1
Saccharina japonica var. ochotensis,45.364865,142.129109,1989/1991,,,,HumanObservation,9.28560835040373,32.92078608001287,,1
Saccharina japonica var. ochotensis,44.597113,142.963699,1989/1991,,,,HumanObservation,8.56509070267084,32.82140307113516,,1
Saccharina japonica var. ochotensis,44.588478,142.973352,1989/1991,,,,HumanObservation,8.56509070267084,32.82140307113516,,1
Saccharina japonica var. ochotensis,44.578667,142.979227,1989/1991,,,,HumanObservation,8.56509070267084,32.82140307113516,,1
Saccharina japonica var. ochotensis,44.525398,143.062855,1989/1991,,,,HumanObservation,8.448774794115975,32.770473709090744,,1
Saccharina japonica var. ochotensis,44.414696,143.253741,1989/1991,,,,HumanObservation,8.290885742006163,32.68032305302121,,1
Saccharina japonica var. ochotensis,44.13022,144.099346,1989/1991,,,,HumanObservation,7.887701219130798,32.57678489096327,,1
Saccharina japonica var. ochotensis,44.105201,144.224714,1989/1991,,,,HumanObservation,7.758315375151914,32.54591532764726,,1
Saccharina japonica var. ochotensis,44.052643,144.262185,1989/1991,,,,HumanObservation,7.817290760307366,32.55964490270697,,1
Saccharina japonica var. ochotensis,44.012299,144.284342,1989/1991,,,,HumanObservation,7.843305573638211,32.543142170667196,,1
Sargassum,44.068692,144.985806,1989/1991,,,,HumanObservation,7.699024326386558,32.49876709480096,,1
Costaria costata,44.315877,145.350534,1989/1991,,,,HumanObservation,7.500966495203671,32.44519420001763,,1
Costaria costata,44.249579,145.358562,1989/1991,,,,HumanObservation,7.503461940384789,32.44611639304122,,1
Costaria costata,44.146097,145.279194,1989/1991,,,,HumanObservation,7.5463239430967874,32.44328316973907,,1
Costaria costata,44.037485,145.219988,1989/1991,,,,HumanObservation,7.6409541980125155,32.42430760432361,,1
Costaria costata,43.972286,145.151943,1989/1991,,,,HumanObservation,7.731936396435871,32.42023256995428,,1
Costaria costata,43.351754,145.589838,1989/1991,,,,HumanObservation,7.957946930875411,32.22761840417588,,1
Saccharina longissima,43.389085,145.80269,1989/1991,,,,HumanObservation,7.764268644476999,32.25890120749487,,1
Saccharina longissima,43.375777,145.811533,1989/1991,,,,HumanObservation,7.764268644476999,32.25890120749487,,1
Saccharina coriacea,43.364004,145.820635,1989/1991,,,,HumanObservation,7.764268644476999,32.25890120749487,,1
Saccharina longissima,43.364004,145.820635,1989/1991,,,,HumanObservation,7.764268644476999,32.25890120749487,,1
Saccharina coriacea,43.360873,145.807993,1989/1991,,,,HumanObservation,7.764268644476999,32.25890120749487,,1
Saccharina longissima,43.360873,145.807993,1989/1991,,,,HumanObservation,7.764268644476999,32.25890120749487,,1
Saccharina coriacea,43.347466,145.775876,1989/1991,,,,HumanObservation,7.707691428677974,32.29086026219747,,1
Saccharina longissima,43.347466,145.775876,1989/1991,,,,HumanObservation,7.707691428677974,32.29086026219747,,1
Saccharina coriacea,43.341691,145.76948,1989/1991,,,,HumanObservation,7.707691428677974,32.29086026219747,,1
Saccharina longissima,43.341691,145.76948,1989/1991,,,,HumanObservation,7.707691428677974,32.29086026219747,,1
Saccharina coriacea,43.335308,145.775079,1989/1991,,,,HumanObservation,7.707691428677974,32.29086026219747,,1
Saccharina longissima,43.335308,145.775079,1989/1991,,,,HumanObservation,7.707691428677974,32.29086026219747,,1
Saccharina coriacea,43.330256,145.733174,1989/1991,,,,HumanObservation,7.719742589642887,32.288223108178606,,1
Saccharina longissima,43.330256,145.733174,1989/1991,,,,HumanObservation,7.719742589642887,32.288223108178606,,1
Saccharina coriacea,43.332784,145.72526,1989/1991,,,,HumanObservation,7.719742589642887,32.288223108178606,,1
Saccharina longissima,43.332784,145.72526,1989/1991,,,,HumanObservation,7.719742589642887,32.288223108178606,,1
Saccharina coriacea,43.328003,145.701616,1989/1991,,,,HumanObservation,7.719742589642887,32.288223108178606,,1
Saccharina longissima,43.328003,145.701616,1989/1991,,,,HumanObservation,7.719742589642887,32.288223108178606,,1
Saccharina coriacea,43.297356,145.670309,1989/1991,,,,HumanObservation,7.660193858974548,32.32732051462417,,1
Saccharina longissima,43.297356,145.670309,1989/1991,,,,HumanObservation,7.660193858974548,32.32732051462417,,1
Saccharina coriacea,43.299238,145.609043,1989/1991,,,,HumanObservation,7.700163156906513,32.31935782650511,,1
Saccharina longissima,43.299238,145.609043,1989/1991,,,,HumanObservation,7.700163156906513,32.31935782650511,,1
Saccharina coriacea,43.289191,145.599406,1989/1991,,,,HumanObservation,7.73668287202426,32.30976723920322,,1
Saccharina longissima,43.289191,145.599406,1989/1991,,,,HumanObservation,7.73668287202426,32.30976723920322,,1
Saccharina coriacea,43.279004,145.590169,1989/1991,,,,HumanObservation,7.73668287202426,32.30976723920322,,1
Saccharina longissima,43.279004,145.590169,1989/1991,,,,HumanObservation,7.73668287202426,32.30976723920322,,1
Saccharina coriacea,43.271258,145.566216,1989/1991,,,,HumanObservation,7.73668287202426,32.30976723920322,,1
Saccharina longissima,43.271258,145.566216,1989/1991,,,,HumanObservation,7.73668287202426,32.30976723920322,,1
Costaria costata,43.271258,145.566216,1989/1991,,,,HumanObservation,7.73668287202426,32.30976723920322,,1
Saccharina longissima,43.234273,145.55532,1989/1991,,,,HumanObservation,7.694466828174424,32.32744444972823,,1
Saccharina coriacea,43.190356,145.530717,1989/1991,,,,HumanObservation,7.742899526338569,32.348337117172164,,1
Saccharina longissima,43.190356,145.530717,1989/1991,,,,HumanObservation,7.742899526338569,32.348337117172164,,1
Saccharina coriacea,43.163244,145.493492,1989/1991,,,,HumanObservation,7.853965721511655,32.34513371932874,,1
Saccharina longissima,43.163244,145.493492,1989/1991,,,,HumanObservation,7.853965721511655,32.34513371932874,,1
Saccharina coriacea,43.218492,145.600968,1989/1991,,,,HumanObservation,7.671329191549315,32.33281547725293,,1
Saccharina longissima,43.218492,145.600968,1989/1991,,,,HumanObservation,7.671329191549315,32.33281547725293,,1
Saccharina longissima,43.186529,145.436614,1989/1991,,,,HumanObservation,7.9080841692138755,32.357533980530846,,1
Saccharina longissima,43.181808,145.378415,1989/1991,,,,HumanObservation,7.926481676511683,32.35705956517713,,1
Saccharina longissima,43.178,145.359128,1989/1991,,,,HumanObservation,7.926481676511683,32.35705956517713,,1
Saccharina coriacea,43.148829,145.238842,1989/1991,,,,HumanObservation,7.923127453198278,32.375425799417165,,1
Saccharina longissima,43.148829,145.238842,1989/1991,,,,HumanObservation,7.923127453198278,32.375425799417165,,1
Sargassum,43.148829,145.238842,1989/1991,,,,HumanObservation,7.923127453198278,32.375425799417165,,1
Saccharina coriacea,43.145618,145.177277,1989/1991,,,,HumanObservation,7.930240725166062,32.38227605991454,,1
Saccharina longissima,43.145618,145.177277,1989/1991,,,,HumanObservation,7.930240725166062,32.38227605991454,,1
Saccharina coriacea,43.122838,145.128327,1989/1991,,,,HumanObservation,7.951317255626793,32.38425117784143,,1
Saccharina longissima,43.122838,145.128327,1989/1991,,,,HumanObservation,7.951317255626793,32.38425117784143,,1
Saccharina coriacea,43.08885,145.200345,1989/1991,,,,HumanObservation,7.883428659763753,32.37986669440703,,1
Saccharina longissima,43.08885,145.200345,1989/1991,,,,HumanObservation,7.883428659763753,32.37986669440703,,1
Saccharina coriacea,43.069332,145.148016,1989/1991,,,,HumanObservation,7.941808128720607,32.38657210843534,,1
Saccharina longissima,43.069332,145.148016,1989/1991,,,,HumanObservation,7.941808128720607,32.38657210843534,,1
Saccharina coriacea,43.047842,145.106357,1989/1991,,,,HumanObservation,7.88082393146798,32.395901284865545,,1
Saccharina longissima,43.047842,145.106357,1989/1991,,,,HumanObservation,7.88082393146798,32.395901284865545,,1
Saccharina coriacea,43.034664,145.065273,1989/1991,,,,HumanObservation,7.888729702931131,32.39630157399606,,1
Saccharina longissima,43.034664,145.065273,1989/1991,,,,HumanObservation,7.888729702931131,32.39630157399606,,1
Sargassum fulvellum,43.034664,145.065273,1989/1991,,,,HumanObservation,7.888729702931131,32.39630157399606,,1
Saccharina coriacea,42.985205,144.951358,1989/1991,,,,HumanObservation,7.938934808687336,32.39823719361432,,1
Saccharina longissima,42.985205,144.951358,1989/1991,,,,HumanObservation,7.938934808687336,32.39823719361432,,1
Saccharina longissima,42.985294,144.876922,1989/1991,,,,HumanObservation,8.02495580721897,32.39686682441287,,1
Saccharina coriacea,42.968312,144.878338,1989/1991,,,,HumanObservation,8.02495580721897,32.39686682441287,,1
Saccharina longissima,42.968312,144.878338,1989/1991,,,,HumanObservation,8.02495580721897,32.39686682441287,,1
Saccharina coriacea,42.947443,144.76713,1989/1991,,,,HumanObservation,8.035351069928259,32.40284903166672,,1
Saccharina longissima,42.947443,144.76713,1989/1991,,,,HumanObservation,8.035351069928259,32.40284903166672,,1
Saccharina longissima,42.934964,144.722374,1989/1991,,,,HumanObservation,8.045977341535325,32.40359905119011,,1
Sargassum,42.934964,144.722374,1989/1991,,,,HumanObservation,8.045977341535325,32.40359905119011,,1
Sargassum,42.934964,144.722374,1989/1991,,,,HumanObservation,8.045977341535325,32.40359905119011,,1
Saccharina coriacea,42.942086,144.669512,1989/1991,,,,HumanObservation,8.083725260278266,32.401781022870075,,1
Saccharina longissima,42.942086,144.669512,1989/1991,,,,HumanObservation,8.083725260278266,32.401781022870075,,1
Sargassum fulvellum,42.942086,144.669512,1989/1991,,,,HumanObservation,8.083725260278266,32.401781022870075,,1
Sargassum,42.942086,144.669512,1989/1991,,,,HumanObservation,8.083725260278266,32.401781022870075,,1
Saccharina longissima,42.9499,144.622001,1989/1991,,,,HumanObservation,8.095671646025922,32.40534934725526,,1
Saccharina coriacea,42.949451,144.583166,1989/1991,,,,HumanObservation,8.116601210190622,32.403831384277126,,1
Saccharina longissima,42.949451,144.583166,1989/1991,,,,HumanObservation,8.116601210190622,32.403831384277126,,1
Saccharina coriacea,42.949201,144.542386,1989/1991,,,,HumanObservation,8.153359969843551,32.40373627632312,,1
Sargassum,42.949201,144.542386,1989/1991,,,,HumanObservation,8.153359969843551,32.40373627632312,,1
Saccharina coriacea,42.94048,144.491234,1989/1991,,,,HumanObservation,8.161252033762256,32.40331608795246,,1
Saccharina longissima,42.94048,144.491234,1989/1991,,,,HumanObservation,8.161252033762256,32.40331608795246,,1
Saccharina coriacea,42.949604,144.439202,1989/1991,,,,HumanObservation,8.181282799561902,32.40018584110001,,1
Saccharina longissima,42.949604,144.439202,1989/1991,,,,HumanObservation,8.181282799561902,32.40018584110001,,1
Sargassum fulvellum,42.949604,144.439202,1989/1991,,,,HumanObservation,8.181282799561902,32.40018584110001,,1
Saccharina angustata,42.791475,143.805781,1989/1991,,,,HumanObservation,8.377553461342863,32.34320859209439,,1
Sargassum,42.791475,143.805781,1989/1991,,,,HumanObservation,8.377553461342863,32.34320859209439,,1
Saccharina angustata,42.354731,143.353019,1989/1991,,,,HumanObservation,8.566588967433978,32.33720930297457,,1
Saccharina angustata,42.271471,143.315894,1989/1991,,,,HumanObservation,8.627253932623894,32.345851746951396,,1
Saccharina angustata,42.262057,143.312786,1989/1991,,,,HumanObservation,8.627253932623894,32.345851746951396,,1
Saccharina angustata,42.241553,143.312061,1989/1991,,,,HumanObservation,8.643945452363011,32.351721760480665,,1
Saccharina angustata,42.215239,143.321906,1989/1991,,,,HumanObservation,8.643945452363011,32.351721760480665,,1
Saccharina angustata,42.20134,143.335468,1989/1991,,,,HumanObservation,8.643945452363011,32.351721760480665,,1
Costaria costata,41.999947,143.157215,1989/1991,,,,HumanObservation,9.500310055370583,32.51591540632076,,1
Costaria costata,42.024817,143.132682,1989/1991,,,,HumanObservation,9.615272179120272,32.53619975313146,,1
Sargassum,42.067406,143.048106,1989/1991,,,,HumanObservation,9.863199555443584,32.57102254436218,,1
Sargassum,42.096171,142.99147,1989/1991,,,,HumanObservation,9.892157726305154,32.577390663586726,,1
Sargassum,42.13364,142.860211,1989/1991,,,,HumanObservation,10.098176370206245,32.630346595633235,,1
Sargassum,42.176363,142.733992,1989/1991,,,,HumanObservation,10.318911048265424,32.663569066676644,,1
Sargassum fulvellum,42.229965,142.595735,1989/1991,,,,HumanObservation,10.558735552662888,32.71137816552809,,1
Sargassum,42.229965,142.595735,1989/1991,,,,HumanObservation,10.558735552662888,32.71137816552809,,1
Sargassum fulvellum,42.265842,142.492117,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Sargassum,42.265842,142.492117,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Sargassum,42.265842,142.492117,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Sargassum fulvellum,42.275412,142.475043,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Sargassum,42.275412,142.475043,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Sargassum,42.275412,142.475043,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Costaria costata,42.275412,142.475043,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Sargassum fulvellum,42.28934,142.457159,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Costaria costata,42.28934,142.457159,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146,,1
Sargassum,42.362373,142.29784,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709,,1
Sargassum fulvellum,42.373782,142.279634,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709,,1
Sargassum,42.373782,142.279634,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709,,1
Sargassum,42.373782,142.279634,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709,,1
Sargassum fulvellum,42.379844,142.274263,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709,,1
Sargassum,42.379844,142.274263,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709,,1
Sargassum fulvellum,42.441753,142.199543,1989/1991,,,,HumanObservation,10.89050935738429,32.8050558058578,,1
Sargassum,42.488428,142.025067,1989/1991,,,,HumanObservation,11.03899996718586,32.84232081571712,,1
Sargassum,42.488428,142.025067,1989/1991,,,,HumanObservation,11.03899996718586,32.84232081571712,,1
Sargassum,42.43871,141.165693,1989/1991,,,,HumanObservation,11.276901773822376,32.79515170736016,,1
Sargassum,42.43871,141.165693,1989/1991,,,,HumanObservation,11.276901773822376,32.79515170736016,,1
Sargassum,42.352585,141.055229,1989/1991,,,,HumanObservation,11.44078788575244,32.76574738717155,,1
Sargassum,42.352585,141.055229,1989/1991,,,,HumanObservation,11.44078788575244,32.76574738717155,,1
Sargassum,42.352585,141.055229,1989/1991,,,,HumanObservation,11.44078788575244,32.76574738717155,,1
Sargassum,42.349802,141.049205,1989/1991,,,,HumanObservation,11.5230347616082,32.748703923274846,,1
Sargassum,42.335237,141.034234,1989/1991,,,,HumanObservation,11.5230347616082,32.748703923274846,,1
Sargassum,42.335237,141.034234,1989/1991,,,,HumanObservation,11.5230347616082,32.748703923274846,,1
Sargassum,42.316212,141.011145,1989/1991,,,,HumanObservation,11.5230347616082,32.748703923274846,,1
Sargassum,42.316212,141.011145,1989/1991,,,,HumanObservation,11.5230347616082,32.748703923274846,,1
Sargassum,42.316212,141.011145,1989/1991,,,,HumanObservation,11.5230347616082,32.748703923274846,,1
Undaria pinnatifida f. pinnatifida,42.304183,140.996875,1989/1991,,,,HumanObservation,11.528601554878533,32.73170368853505,,1
Sargassum,42.304183,140.996875,1989/1991,,,,HumanObservation,11.528601554878533,32.73170368853505,,1
Sargassum,42.304183,140.996875,1989/1991,,,,HumanObservation,11.528601554878533,32.73170368853505,,1
Sargassum,42.304183,140.996875,1989/1991,,,,HumanObservation,11.528601554878533,32.73170368853505,,1
Undaria pinnatifida f. pinnatifida,42.320427,140.948319,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305,,1
Sargassum,42.320427,140.948319,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305,,1
Sargassum,42.320427,140.948319,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305,,1
Undaria pinnatifida f. pinnatifida,42.346964,140.927551,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305,,1
Sargassum,42.346964,140.927551,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305,,1
Sargassum,42.429995,140.892194,1989/1991,,,,HumanObservation,11.503556820237655,32.711028674742316,,1
Undaria pinnatifida f. pinnatifida,42.490844,140.806994,1989/1991,,,,HumanObservation,11.530276035859616,32.707568407869275,,1
Sargassum,42.490844,140.806994,1989/1991,,,,HumanObservation,11.530276035859616,32.707568407869275,,1
Undaria pinnatifida f. pinnatifida,42.498963,140.778067,1989/1991,,,,HumanObservation,11.544053308448015,32.70682305962981,,1
Sargassum,42.498963,140.778067,1989/1991,,,,HumanObservation,11.544053308448015,32.70682305962981,,1
Sargassum,42.498963,140.778067,1989/1991,,,,HumanObservation,11.544053308448015,32.70682305962981,,1
Undaria pinnatifida f. pinnatifida,42.585666,140.663066,1989/1991,,,,HumanObservation,11.463012482707564,32.72277270785885,,1
Sargassum,42.585666,140.663066,1989/1991,,,,HumanObservation,11.463012482707564,32.72277270785885,,1
Sargassum,42.585666,140.663066,1989/1991,,,,HumanObservation,11.463012482707564,32.72277270785885,,1
Sargassum,42.585666,140.663066,1989/1991,,,,HumanObservation,11.463012482707564,32.72277270785885,,1
Undaria pinnatifida f. pinnatifida,42.578349,140.620457,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111,,1
Sargassum,42.578349,140.620457,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111,,1
Sargassum,42.578349,140.620457,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111,,1
Undaria pinnatifida f. pinnatifida,42.57444,140.60855,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111,,1
Sargassum,42.57444,140.60855,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111,,1
Sargassum,42.57444,140.60855,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111,,1
Sargassum,42.587624,140.523849,1989/1991,,,,HumanObservation,11.512175415804103,32.72119755566065,,1
Sargassum,42.587624,140.523849,1989/1991,,,,HumanObservation,11.512175415804103,32.72119755566065,,1
Sargassum,42.585698,140.4973,1989/1991,,,,HumanObservation,11.509898245338391,32.721165181028674,,1
Sargassum,42.582915,140.488986,1989/1991,,,,HumanObservation,11.509898245338391,32.721165181028674,,1
Sargassum,42.585635,140.484042,1989/1991,,,,HumanObservation,11.509898245338391,32.721165181028674,,1
Saccharina japonica var. japonica,42.232438,140.355104,1989/1991,,,,HumanObservation,11.644594550353949,32.68809835394445,,1
Saccharina japonica var. japonica,42.230116,140.375617,1989/1991,,,,HumanObservation,11.644594550353949,32.68809835394445,,1
Saccharina japonica var. japonica,42.224873,140.401671,1989/1991,,,,HumanObservation,11.728586045691308,32.69349953360955,,1
Sargassum fulvellum,42.210407,140.406821,1989/1991,,,,HumanObservation,11.728586045691308,32.69349953360955,,1
Saccharina japonica var. japonica,42.212427,140.413102,1989/1991,,,,HumanObservation,11.728586045691308,32.69349953360955,,1
Saccharina japonica var. japonica,42.214844,140.422555,1989/1991,,,,HumanObservation,11.728586045691308,32.69349953360955,,1
Saccharina japonica var. japonica,42.207267,140.421665,1989/1991,,,,HumanObservation,11.728586045691308,32.69349953360955,,1
Saccharina japonica var. japonica,42.202472,140.414885,1989/1991,,,,HumanObservation,11.728586045691308,32.69349953360955,,1
Saccharina japonica var. japonica,42.20633,140.431605,1989/1991,,,,HumanObservation,11.728586045691308,32.69349953360955,,1
Saccharina japonica var. japonica,42.179267,140.451738,1989/1991,,,,HumanObservation,11.73792658904621,32.707999415021696,,1
Sargassum,42.167174,140.47265,1989/1991,,,,HumanObservation,11.73792658904621,32.707999415021696,,1
Sargassum,42.16019,140.476109,1989/1991,,,,HumanObservation,11.73792658904621,32.707999415021696,,1
Undaria pinnatifida f. pinnatifida,42.151424,140.493618,1989/1991,,,,HumanObservation,11.73792658904621,32.707999415021696,,1
Sargassum,42.142826,140.508696,1989/1991,,,,HumanObservation,11.74978737286598,32.711015884222235,,1
Sargassum,42.132806,140.515965,1989/1991,,,,HumanObservation,11.74978737286598,32.711015884222235,,1
Sargassum,42.127873,140.525736,1989/1991,,,,HumanObservation,11.74978737286598,32.711015884222235,,1
Sargassum,42.123726,140.53497,1989/1991,,,,HumanObservation,11.74978737286598,32.711015884222235,,1
Undaria pinnatifida f. pinnatifida,42.070791,140.805878,1989/1991,,,,HumanObservation,11.70050660603311,32.741039221814,,1
Saccharina japonica var. japonica,42.076008,140.810203,1989/1991,,,,HumanObservation,11.70050660603311,32.741039221814,,1
Saccharina japonica var. japonica,42.065162,140.812738,1989/1991,,,,HumanObservation,11.70050660603311,32.741039221814,,1
Saccharina japonica var. japonica,42.0548,140.815891,1989/1991,,,,HumanObservation,11.70050660603311,32.741039221814,,1
Saccharina japonica var. japonica,42.016106,140.860509,1989/1991,,,,HumanObservation,11.77623033594254,32.76670200307809,,1
Sargassum fulvellum,42.002038,140.883585,1989/1991,,,,HumanObservation,11.77623033594254,32.76670200307809,,1
Sargassum fulvellum,42.000572,140.89012,1989/1991,,,,HumanObservation,11.77623033594254,32.76670200307809,,1
Sargassum fulvellum,41.990727,140.902621,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.984179,140.908689,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.98383,140.911355,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.979117,140.911816,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.973043,140.913962,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.974357,140.915668,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.968388,140.922531,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.964907,140.922226,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.960506,140.927515,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.960848,140.92958,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.954046,140.934049,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.950281,140.933628,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044,,1
Sargassum fulvellum,41.93244,140.951397,1989/1991,,,,HumanObservation,11.837261812215385,32.81735730151726,,1
Sargassum fulvellum,41.928147,140.953688,1989/1991,,,,HumanObservation,11.837261812215385,32.81735730151726,,1
Sargassum fulvellum,41.928035,140.952152,1989/1991,,,,HumanObservation,11.837261812215385,32.81735730151726,,1
Sargassum fulvellum,41.919199,140.960525,1989/1991,,,,HumanObservation,11.837261812215385,32.81735730151726,,1
Sargassum fulvellum,41.910453,140.97784,1989/1991,,,,HumanObservation,11.837261812215385,32.81735730151726,,1
Sargassum fulvellum,41.909676,140.97548,1989/1991,,,,HumanObservation,11.837261812215385,32.81735730151726,,1
Sargassum fulvellum,41.903679,140.992453,1989/1991,,,,HumanObservation,11.837261812215385,32.81735730151726,,1
Sargassum fulvellum,41.902637,140.991869,1989/1991,,,,HumanObservation,11.837261812215385,32.81735730151726,,1
Sargassum fulvellum,41.876341,141.103703,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378,,1
Sargassum fulvellum,41.868419,141.117813,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378,,1
Sargassum fulvellum,41.862681,141.126344,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378,,1
Sargassum fulvellum,41.859616,141.133762,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378,,1
Sargassum fulvellum,41.857974,141.140406,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378,,1
Sargassum,41.853669,141.150693,1989/1991,,,,HumanObservation,11.96278720908321,32.9992220594508,,1
Sargassum,41.82639,141.160994,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399,,1
Undaria pinnatifida f. pinnatifida,41.821196,141.171876,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399,,1
Sargassum,41.821196,141.171876,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399,,1
Sargassum,41.811683,141.185817,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399,,1
Sargassum,41.80538,141.188344,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399,,1
Saccharina angustata,41.792755,141.169658,1989/1991,,,,HumanObservation,12.438323487163233,33.22517873122149,,1
Saccharina angustata,41.787065,141.162948,1989/1991,,,,HumanObservation,12.438323487163233,33.22517873122149,,1
