scientificName,decimalLatitude,decimalLongitude,eventDate,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,basisOfRecord,sst_mean,salinity_mean
Saccharina longissima,43.122838,145.128327,1989/1991,,,,HumanObservation,7.951317255626793,32.38425117784143
Saccharina coriacea,43.08885,145.200345,1989/1991,,,,HumanObservation,7.883428659763753,32.37986669440703
Saccharina longissima,43.08885,145.200345,1989/1991,,,,HumanObservation,7.883428659763753,32.37986669440703
Saccharina coriacea,43.069332,145.148016,1989/1991,,,,HumanObservation,7.941808128720607,32.38657210843534
Saccharina longissima,43.069332,145.148016,1989/1991,,,,HumanObservation,7.941808128720607,32.38657210843534
Saccharina coriacea,43.047842,145.106357,1989/1991,,,,HumanObservation,7.88082393146798,32.395901284865545
Saccharina longissima,43.047842,145.106357,1989/1991,,,,HumanObservation,7.88082393146798,32.395901284865545
Saccharina coriacea,43.034664,145.065273,1989/1991,,,,HumanObservation,7.888729702931131,32.39630157399606
Saccharina longissima,43.034664,145.065273,1989/1991,,,,HumanObservation,7.888729702931131,32.39630157399606
Sargassum fulvellum,43.034664,145.065273,1989/1991,,,,HumanObservation,7.888729702931131,32.39630157399606
Saccharina coriacea,43.007791,145.023841,1989/1991,,,,HumanObservation,,
Saccharina longissima,43.007791,145.023841,1989/1991,,,,HumanObservation,,
Saccharina coriacea,42.985205,144.951358,1989/1991,,,,HumanObservation,7.9389348086873355,32.39823719361432
Saccharina longissima,42.985205,144.951358,1989/1991,,,,HumanObservation,7.9389348086873355,32.39823719361432
Saccharina longissima,42.985294,144.876922,1989/1991,,,,HumanObservation,8.02495580721897,32.39686682441287
Saccharina coriacea,42.968312,144.878338,1989/1991,,,,HumanObservation,8.02495580721897,32.39686682441287
Saccharina longissima,42.968312,144.878338,1989/1991,,,,HumanObservation,8.02495580721897,32.39686682441287
Saccharina coriacea,42.980066,144.728765,1989/1991,,,,HumanObservation,,
Saccharina longissima,42.980066,144.728765,1989/1991,,,,HumanObservation,,
Saccharina coriacea,42.947443,144.76713,1989/1991,,,,HumanObservation,8.035351069928259,32.40284903166672
Saccharina longissima,42.947443,144.76713,1989/1991,,,,HumanObservation,8.035351069928259,32.40284903166672
Saccharina longissima,42.934964,144.722374,1989/1991,,,,HumanObservation,8.045977341535325,32.40359905119011
Sargassum,42.934964,144.722374,1989/1991,,,,HumanObservation,8.045977341535325,32.40359905119011
Sargassum,42.934964,144.722374,1989/1991,,,,HumanObservation,8.045977341535325,32.40359905119011
Saccharina coriacea,42.942086,144.669512,1989/1991,,,,HumanObservation,8.083725260278266,32.401781022870075
Saccharina longissima,42.942086,144.669512,1989/1991,,,,HumanObservation,8.083725260278266,32.401781022870075
Sargassum fulvellum,42.942086,144.669512,1989/1991,,,,HumanObservation,8.083725260278266,32.401781022870075
Sargassum,42.942086,144.669512,1989/1991,,,,HumanObservation,8.083725260278266,32.401781022870075
Saccharina longissima,42.9499,144.622001,1989/1991,,,,HumanObservation,8.095671646025922,32.40534934725526
Saccharina coriacea,42.949451,144.583166,1989/1991,,,,HumanObservation,8.116601210190622,32.403831384277126
Saccharina longissima,42.949451,144.583166,1989/1991,,,,HumanObservation,8.116601210190622,32.403831384277126
Saccharina coriacea,42.949201,144.542386,1989/1991,,,,HumanObservation,8.153359969843551,32.40373627632312
Sargassum,42.949201,144.542386,1989/1991,,,,HumanObservation,8.153359969843551,32.40373627632312
Saccharina coriacea,42.94048,144.491234,1989/1991,,,,HumanObservation,8.161252033762256,32.40331608795246
Saccharina longissima,42.94048,144.491234,1989/1991,,,,HumanObservation,8.161252033762256,32.40331608795246
Saccharina coriacea,42.949604,144.439202,1989/1991,,,,HumanObservation,8.181282799561902,32.40018584110001
Saccharina longissima,42.949604,144.439202,1989/1991,,,,HumanObservation,8.181282799561902,32.40018584110001
Sargassum fulvellum,42.949604,144.439202,1989/1991,,,,HumanObservation,8.181282799561902,32.40018584110001
Saccharina longissima,42.968508,144.372563,1989/1991,,,,HumanObservation,,
Saccharina angustata,42.807205,143.823486,1989/1991,,,,HumanObservation,,
Sargassum,42.807205,143.823486,1989/1991,,,,HumanObservation,,
Saccharina angustata,42.791475,143.805781,1989/1991,,,,HumanObservation,8.377553461342863,32.34320859209439
Sargassum,42.791475,143.805781,1989/1991,,,,HumanObservation,8.377553461342863,32.34320859209439
Saccharina angustata,42.764668,143.776643,1989/1991,,,,HumanObservation,,
Saccharina angustata,42.764414,143.7671,1989/1991,,,,HumanObservation,,
Saccharina angustata,42.354731,143.353019,1989/1991,,,,HumanObservation,8.566588967433978,32.33720930297457
Saccharina angustata,42.271471,143.315894,1989/1991,,,,HumanObservation,8.627253932623894,32.345851746951396
Saccharina angustata,42.262057,143.312786,1989/1991,,,,HumanObservation,8.627253932623894,32.345851746951396
Saccharina angustata,42.241553,143.312061,1989/1991,,,,HumanObservation,8.643945452363011,32.351721760480665
Saccharina angustata,42.215239,143.321906,1989/1991,,,,HumanObservation,8.643945452363011,32.351721760480665
Saccharina angustata,42.20134,143.335468,1989/1991,,,,HumanObservation,8.643945452363011,32.351721760480665
Saccharina angustata,42.18116,143.335206,1989/1991,,,,HumanObservation,,
Saccharina angustata,42.166141,143.329881,1989/1991,,,,HumanObservation,,
Sargassum,42.028797,143.288052,1989/1991,,,,HumanObservation,,
Costaria costata,42.028797,143.288052,1989/1991,,,,HumanObservation,,
Sargassum,41.953889,143.248521,1989/1991,,,,HumanObservation,,
Costaria costata,41.953889,143.248521,1989/1991,,,,HumanObservation,,
Costaria costata,41.999947,143.157215,1989/1991,,,,HumanObservation,9.500310055370585,32.51591540632076
Costaria costata,42.024817,143.132682,1989/1991,,,,HumanObservation,9.615272179120272,32.53619975313146
Sargassum,42.067406,143.048106,1989/1991,,,,HumanObservation,9.863199555443583,32.57102254436218
Sargassum,42.096171,142.99147,1989/1991,,,,HumanObservation,9.892157726305154,32.577390663586726
Sargassum,42.13364,142.860211,1989/1991,,,,HumanObservation,10.098176370206243,32.630346595633235
Sargassum,42.176363,142.733992,1989/1991,,,,HumanObservation,10.318911048265424,32.663569066676644
Sargassum fulvellum,42.215293,142.625165,1989/1991,,,,HumanObservation,,
Sargassum,42.215293,142.625165,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,42.213334,142.637914,1989/1991,,,,HumanObservation,,
Costaria costata,42.213334,142.637914,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,42.229965,142.595735,1989/1991,,,,HumanObservation,10.558735552662887,32.71137816552809
Sargassum,42.229965,142.595735,1989/1991,,,,HumanObservation,10.558735552662887,32.71137816552809
Sargassum fulvellum,42.231278,142.602864,1989/1991,,,,HumanObservation,,
Costaria costata,42.231278,142.602864,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,42.253021,142.539264,1989/1991,,,,HumanObservation,,
Sargassum,42.253021,142.539264,1989/1991,,,,HumanObservation,,
Costaria costata,42.253021,142.539264,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,42.265842,142.492117,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Sargassum,42.265842,142.492117,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Sargassum,42.265842,142.492117,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Sargassum fulvellum,42.275412,142.475043,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Sargassum,42.275412,142.475043,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Sargassum,42.275412,142.475043,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Costaria costata,42.275412,142.475043,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Sargassum fulvellum,42.28934,142.457159,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Costaria costata,42.28934,142.457159,1989/1991,,,,HumanObservation,10.70282136780551,32.74598598906146
Sargassum fulvellum,42.302659,142.424897,1989/1991,,,,HumanObservation,,
Costaria costata,42.302659,142.424897,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,42.305905,142.409431,1989/1991,,,,HumanObservation,,
Sargassum,42.305905,142.409431,1989/1991,,,,HumanObservation,,
Sargassum,42.320691,142.377231,1989/1991,,,,HumanObservation,,
Sargassum,42.320691,142.377231,1989/1991,,,,HumanObservation,,
Sargassum,42.362373,142.29784,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709
Sargassum fulvellum,42.373782,142.279634,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709
Sargassum,42.373782,142.279634,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709
Sargassum,42.373782,142.279634,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709
Sargassum fulvellum,42.379844,142.274263,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709
Sargassum,42.379844,142.274263,1989/1991,,,,HumanObservation,10.88829096594624,32.79722056838709
Sargassum fulvellum,42.420993,142.22213,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,42.441753,142.199543,1989/1991,,,,HumanObservation,10.89050935738429,32.8050558058578
Sargassum fulvellum,42.450506,142.182035,1989/1991,,,,HumanObservation,,
Sargassum,42.450506,142.182035,1989/1991,,,,HumanObservation,,
Sargassum,42.469444,142.082044,1989/1991,,,,HumanObservation,,
Sargassum,42.469444,142.082044,1989/1991,,,,HumanObservation,,
Sargassum,42.488428,142.025067,1989/1991,,,,HumanObservation,11.03899996718586,32.84232081571712
Sargassum,42.488428,142.025067,1989/1991,,,,HumanObservation,11.03899996718586,32.84232081571712
Sargassum,42.450978,141.199233,1989/1991,,,,HumanObservation,,
Sargassum,42.43871,141.165693,1989/1991,,,,HumanObservation,11.276901773822376,32.79515170736016
Sargassum,42.43871,141.165693,1989/1991,,,,HumanObservation,11.276901773822376,32.79515170736016
Sargassum,42.352585,141.055229,1989/1991,,,,HumanObservation,11.440787885752439,32.76574738717155
Sargassum,42.352585,141.055229,1989/1991,,,,HumanObservation,11.440787885752439,32.76574738717155
Sargassum,42.352585,141.055229,1989/1991,,,,HumanObservation,11.440787885752439,32.76574738717155
Sargassum,42.349802,141.049205,1989/1991,,,,HumanObservation,11.523034761608201,32.748703923274846
Sargassum,42.335237,141.034234,1989/1991,,,,HumanObservation,11.523034761608201,32.748703923274846
Sargassum,42.335237,141.034234,1989/1991,,,,HumanObservation,11.523034761608201,32.748703923274846
Sargassum,42.316212,141.011145,1989/1991,,,,HumanObservation,11.523034761608201,32.748703923274846
Sargassum,42.316212,141.011145,1989/1991,,,,HumanObservation,11.523034761608201,32.748703923274846
Sargassum,42.316212,141.011145,1989/1991,,,,HumanObservation,11.523034761608201,32.748703923274846
Undaria pinnatifida f. pinnatifida,42.304183,140.996875,1989/1991,,,,HumanObservation,11.528601554878533,32.73170368853505
Sargassum,42.304183,140.996875,1989/1991,,,,HumanObservation,11.528601554878533,32.73170368853505
Sargassum,42.304183,140.996875,1989/1991,,,,HumanObservation,11.528601554878533,32.73170368853505
Sargassum,42.304183,140.996875,1989/1991,,,,HumanObservation,11.528601554878533,32.73170368853505
Undaria pinnatifida f. pinnatifida,42.320427,140.948319,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305
Sargassum,42.320427,140.948319,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305
Sargassum,42.320427,140.948319,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305
Undaria pinnatifida f. pinnatifida,42.346964,140.927551,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305
Sargassum,42.346964,140.927551,1989/1991,,,,HumanObservation,11.416941834566792,32.724107162345305
Undaria pinnatifida f. pinnatifida,42.374577,140.910718,1989/1991,,,,HumanObservation,,
Sargassum,42.374577,140.910718,1989/1991,,,,HumanObservation,,
Sargassum,42.429995,140.892194,1989/1991,,,,HumanObservation,11.503556820237655,32.711028674742316
Undaria pinnatifida f. pinnatifida,42.490844,140.806994,1989/1991,,,,HumanObservation,11.530276035859615,32.707568407869275
Sargassum,42.490844,140.806994,1989/1991,,,,HumanObservation,11.530276035859615,32.707568407869275
Undaria pinnatifida f. pinnatifida,42.498963,140.778067,1989/1991,,,,HumanObservation,11.544053308448015,32.70682305962981
Sargassum,42.498963,140.778067,1989/1991,,,,HumanObservation,11.544053308448015,32.70682305962981
Sargassum,42.498963,140.778067,1989/1991,,,,HumanObservation,11.544053308448015,32.70682305962981
Sargassum,42.506268,140.769508,1989/1991,,,,HumanObservation,,
Sargassum,42.506268,140.769508,1989/1991,,,,HumanObservation,,
Sargassum,42.509097,140.775254,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,42.515352,140.779181,1989/1991,,,,HumanObservation,,
Sargassum,42.515352,140.779181,1989/1991,,,,HumanObservation,,
Sargassum,42.515352,140.779181,1989/1991,,,,HumanObservation,,
Sargassum,42.515352,140.779181,1989/1991,,,,HumanObservation,,
Sargassum,42.515352,140.779181,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,42.516578,140.774127,1989/1991,,,,HumanObservation,,
Sargassum,42.516578,140.774127,1989/1991,,,,HumanObservation,,
Sargassum,42.516578,140.774127,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,42.523783,140.772418,1989/1991,,,,HumanObservation,,
Sargassum,42.523783,140.772418,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,42.562839,140.736145,1989/1991,,,,HumanObservation,,
Sargassum,42.562839,140.736145,1989/1991,,,,HumanObservation,,
Sargassum,42.562839,140.736145,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,42.574427,140.715076,1989/1991,,,,HumanObservation,,
Sargassum,42.574427,140.715076,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,42.585666,140.663066,1989/1991,,,,HumanObservation,11.463012482707564,32.72277270785885
Sargassum,42.585666,140.663066,1989/1991,,,,HumanObservation,11.463012482707564,32.72277270785885
Sargassum,42.585666,140.663066,1989/1991,,,,HumanObservation,11.463012482707564,32.72277270785885
Sargassum,42.585666,140.663066,1989/1991,,,,HumanObservation,11.463012482707564,32.72277270785885
Undaria pinnatifida f. pinnatifida,42.578349,140.620457,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111
Sargassum,42.578349,140.620457,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111
Sargassum,42.578349,140.620457,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111
Undaria pinnatifida f. pinnatifida,42.57444,140.60855,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111
Sargassum,42.57444,140.60855,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111
Sargassum,42.57444,140.60855,1989/1991,,,,HumanObservation,11.495931182860618,32.71980258534111
Undaria pinnatifida f. pinnatifida,42.573754,140.564875,1989/1991,,,,HumanObservation,,
Sargassum,42.587624,140.523849,1989/1991,,,,HumanObservation,11.512175415804105,32.72119755566065
Sargassum,42.587624,140.523849,1989/1991,,,,HumanObservation,11.512175415804105,32.72119755566065
Sargassum,42.585698,140.4973,1989/1991,,,,HumanObservation,11.509898245338391,32.721165181028674
Sargassum,42.582915,140.488986,1989/1991,,,,HumanObservation,11.509898245338391,32.721165181028674
Sargassum,42.585635,140.484042,1989/1991,,,,HumanObservation,11.509898245338391,32.721165181028674
Saccharina japonica var. japonica,42.248938,140.301042,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.246009,140.31291,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.238924,140.323841,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.234109,140.339807,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.232438,140.355104,1989/1991,,,,HumanObservation,11.644594550353947,32.68809835394445
Saccharina japonica var. japonica,42.230116,140.375617,1989/1991,,,,HumanObservation,11.644594550353947,32.68809835394445
Saccharina japonica var. japonica,42.224873,140.401671,1989/1991,,,,HumanObservation,11.728586045691307,32.69349953360955
Sargassum fulvellum,42.210407,140.406821,1989/1991,,,,HumanObservation,11.728586045691307,32.69349953360955
Saccharina japonica var. japonica,42.212427,140.413102,1989/1991,,,,HumanObservation,11.728586045691307,32.69349953360955
Saccharina japonica var. japonica,42.214844,140.422555,1989/1991,,,,HumanObservation,11.728586045691307,32.69349953360955
Saccharina japonica var. japonica,42.207267,140.421665,1989/1991,,,,HumanObservation,11.728586045691307,32.69349953360955
Saccharina japonica var. japonica,42.202472,140.414885,1989/1991,,,,HumanObservation,11.728586045691307,32.69349953360955
Saccharina japonica var. japonica,42.197415,140.424611,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.20633,140.431605,1989/1991,,,,HumanObservation,11.728586045691307,32.69349953360955
Saccharina japonica var. japonica,42.191784,140.439943,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.185631,140.448947,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.18628,140.43948,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.183189,140.442468,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.180469,140.44613,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.179267,140.451738,1989/1991,,,,HumanObservation,11.73792658904621,32.707999415021696
Sargassum,42.167174,140.47265,1989/1991,,,,HumanObservation,11.73792658904621,32.707999415021696
Sargassum,42.16019,140.476109,1989/1991,,,,HumanObservation,11.73792658904621,32.707999415021696
Undaria pinnatifida f. pinnatifida,42.151424,140.493618,1989/1991,,,,HumanObservation,11.73792658904621,32.707999415021696
Sargassum,42.142826,140.508696,1989/1991,,,,HumanObservation,11.74978737286598,32.711015884222235
Sargassum,42.132806,140.515965,1989/1991,,,,HumanObservation,11.74978737286598,32.711015884222235
Sargassum,42.127873,140.525736,1989/1991,,,,HumanObservation,11.74978737286598,32.711015884222235
Sargassum,42.123726,140.53497,1989/1991,,,,HumanObservation,11.74978737286598,32.711015884222235
Undaria pinnatifida f. pinnatifida,42.093086,140.77294,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.090156,140.78717,1989/1991,,,,HumanObservation,,
Sargassum,42.08398,140.788295,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,42.082771,140.783298,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,42.070791,140.805878,1989/1991,,,,HumanObservation,11.70050660603311,32.741039221814
Saccharina japonica var. japonica,42.076008,140.810203,1989/1991,,,,HumanObservation,11.70050660603311,32.741039221814
Saccharina japonica var. japonica,42.065162,140.812738,1989/1991,,,,HumanObservation,11.70050660603311,32.741039221814
Saccharina japonica var. japonica,42.0548,140.815891,1989/1991,,,,HumanObservation,11.70050660603311,32.741039221814
Saccharina japonica var. japonica,42.042075,140.826308,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.030049,140.838355,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.023606,140.848364,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,42.016106,140.860509,1989/1991,,,,HumanObservation,11.77623033594254,32.76670200307809
Sargassum fulvellum,42.002038,140.883585,1989/1991,,,,HumanObservation,11.77623033594254,32.76670200307809
Sargassum fulvellum,42.000572,140.89012,1989/1991,,,,HumanObservation,11.77623033594254,32.76670200307809
Sargassum fulvellum,41.99636,140.893875,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.990727,140.902621,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.984179,140.908689,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.98383,140.911355,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.979117,140.911816,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.973043,140.913962,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.974357,140.915668,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.968388,140.922531,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.964907,140.922226,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.960506,140.927515,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.960848,140.92958,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.954046,140.934049,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.950281,140.933628,1989/1991,,,,HumanObservation,11.799865568424318,32.782005920879044
Sargassum fulvellum,41.94729,140.936231,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.938662,140.938384,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.940664,140.939401,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.93244,140.951397,1989/1991,,,,HumanObservation,11.837261812215383,32.81735730151726
Sargassum fulvellum,41.928147,140.953688,1989/1991,,,,HumanObservation,11.837261812215383,32.81735730151726
Sargassum fulvellum,41.928035,140.952152,1989/1991,,,,HumanObservation,11.837261812215383,32.81735730151726
Sargassum fulvellum,41.919199,140.960525,1989/1991,,,,HumanObservation,11.837261812215383,32.81735730151726
Sargassum fulvellum,41.910453,140.97784,1989/1991,,,,HumanObservation,11.837261812215383,32.81735730151726
Sargassum fulvellum,41.909676,140.97548,1989/1991,,,,HumanObservation,11.837261812215383,32.81735730151726
Sargassum fulvellum,41.903679,140.992453,1989/1991,,,,HumanObservation,11.837261812215383,32.81735730151726
Sargassum fulvellum,41.902637,140.991869,1989/1991,,,,HumanObservation,11.837261812215383,32.81735730151726
Sargassum fulvellum,41.899186,141.003859,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.896219,141.012704,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.894801,141.017951,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.894786,141.022882,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.895403,141.038292,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.889861,141.062552,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.887626,141.069279,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.885634,141.078788,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.881081,141.08732,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.876341,141.103703,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378
Sargassum fulvellum,41.868419,141.117813,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378
Sargassum fulvellum,41.862681,141.126344,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378
Sargassum fulvellum,41.859616,141.133762,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378
Sargassum fulvellum,41.857974,141.140406,1989/1991,,,,HumanObservation,11.917510459126849,32.94739479456378
Sargassum,41.853669,141.150693,1989/1991,,,,HumanObservation,11.96278720908321,32.9992220594508
Sargassum,41.82639,141.160994,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399
Undaria pinnatifida f. pinnatifida,41.821196,141.171876,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399
Sargassum,41.821196,141.171876,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399
Sargassum,41.811683,141.185817,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399
Sargassum,41.80538,141.188344,1989/1991,,,,HumanObservation,12.006860690693893,33.06158149236399
Saccharina angustata,41.792755,141.169658,1989/1991,,,,HumanObservation,12.438323487163231,33.22517873122149
Saccharina angustata,41.787065,141.162948,1989/1991,,,,HumanObservation,12.438323487163231,33.22517873122149
Saccharina angustata,41.781545,141.156369,1989/1991,,,,HumanObservation,12.438323487163231,33.22517873122149
Saccharina angustata,41.78274,141.151435,1989/1991,,,,HumanObservation,12.438323487163231,33.22517873122149
Sargassum,41.779849,141.143635,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Saccharina angustata,41.782704,141.143926,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Eisenia bicyclis,41.779825,141.136768,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Saccharina angustata,41.782555,141.133454,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Saccharina japonica var. japonica,41.787539,141.12824,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Saccharina angustata,41.787594,141.123023,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Costaria costata,41.787594,141.123023,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Saccharina angustata,41.786958,141.11616,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Sargassum fulvellum,41.786958,141.11616,1989/1991,,,,HumanObservation,12.631152998452677,33.253004352689935
Saccharina japonica var. japonica,41.763619,141.092238,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,41.758267,141.086821,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,41.756487,141.088051,1989/1991,,,,HumanObservation,,
Saccharina japonica var. japonica,41.746009,141.079037,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Sargassum fulvellum,41.746009,141.079037,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Saccharina japonica var. japonica,41.74271,141.079873,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Saccharina japonica var. japonica,41.740314,141.073032,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Saccharina japonica var. japonica,41.738172,141.072425,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Saccharina japonica var. japonica,41.735292,141.062525,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Saccharina japonica var. japonica,41.737152,141.061311,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Saccharina japonica var. japonica,41.730518,141.052684,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Saccharina japonica var. japonica,41.728185,141.054429,1989/1991,,,,HumanObservation,14.205919892232677,33.59636455370649
Sargassum fulvellum,41.743307,140.897219,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Sargassum,41.743307,140.897219,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Sargassum fulvellum,41.744445,140.891525,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Sargassum,41.744445,140.891525,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Sargassum fulvellum,41.746688,140.896439,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Undaria pinnatifida f. pinnatifida,41.746688,140.896439,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Undaria pinnatifida f. pinnatifida,41.748626,140.89109,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Eisenia bicyclis,41.743509,140.883597,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Sargassum fulvellum,41.743509,140.883597,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Sargassum,41.743509,140.883597,1989/1991,,,,HumanObservation,15.194606808386741,33.81291148062565
Undaria pinnatifida f. pinnatifida,41.751103,140.882151,1989/1991,,,,HumanObservation,,
Sargassum,41.750631,140.865484,1989/1991,,,,HumanObservation,,
Sargassum,41.754532,140.867624,1989/1991,,,,HumanObservation,,
Undaria pinnatifida f. pinnatifida,41.755565,140.865646,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.751133,140.841733,1989/1991,,,,HumanObservation,,
Sargassum,41.751133,140.841733,1989/1991,,,,HumanObservation,,
Sargassum fulvellum,41.755287,140.84441,1989/1991,,,,HumanObservation,,
Sargassum,41.755287,140.84441,1989/1991,,,,HumanObservation,,
